7adaaf2,K.Thorpe,Fixed the conflicts from the merge,,Wed Mar 22 16:15,,,
a0479b9,K.Thorpe,Merge branch 'Axe-Throw-Branch' into Optimisation,,Wed Mar 22 15:37,,,
0000c77,melina.ayala,Last commit before merge with Axe-Throw Branch,,Wed Mar 22 15:32,,,
54417eb,K.Thorpe,Update README.md,,Wed Mar 22 15:30,,,
f75b323,K.Thorpe,Made a duplicate of the player for merging into the branch,,Wed Mar 22 15:28,,,
5c78743,K.Thorpe,Lodging of the axe into objects works,,Wed Mar 22 14:51,,,
9bf4e17,melina.ayala,Trying moving all AI logic for wisp into AI controller,,Wed Mar 22 14:07,,,
917062b,Alex Wood,MainMenu edit and rail import,,Wed Mar 22 13:07,,,
ac23979,Alex Wood,CollisionEditforPlayable2and2ndPlayerMaterialSettup,,Wed Mar 22 11:42,,,
75b6319,melina.ayala,Changed wisp to a character actor for AI,,Wed Mar 22 01:09,,,
252d2dc,melina.ayala,Added placeholder assets to main menu and connected it to level,,Wed Mar 22 00:58,,,
4e137c7,melina.ayala,Added Main Menu Level and assets from PVP branch,,Wed Mar 22 00:48,,,
a88d786,melina.ayala,Added culling volume,,Wed Mar 22 00:32,,,
c7bd063,melina.ayala,Bugfixing,#NAME?,,,,
#NAME?,,,,,,,
#NAME?,,,,,,,
,Wed Mar 22 00:25,,,,,,
554bea4,melina.ayala,Creating files for wisp enemy AI,,Tue Mar 21 23:44,,,
59663,Alex Wood,DevelopingSecondPlayPartyBuild,,Tue Mar 21 23:39,,,
9f70918,Alex-J-Wood,SecondPlayPartyBuild,,Tue Mar 21 15:58,,,
be92bad,melina.ayala,Added base Wisp model,,Tue Mar 21 14:33,,,
cfa46bf,melina.ayala,Added Retopologised Dwarf asset,,Tue Mar 21 13:56,,,
d47f6ef,melina.ayala,Added Wisp Enemy assets,,Tue Mar 21 13:45,,,
7bb83c9,melina.ayala,Added Wisp Enemy asset,,Tue Mar 21 13:44,,,
2fe331b,melina.ayala,Added Wisp enemy asset,,Tue Mar 21 13:44,,,
c3e2a28,K.Thorpe,IT WORKS,,Wed Mar 15 17:53,,,
5c1f122,K.Thorpe,Axe launches but not rotates,,Wed Mar 15 13:58,,,
23fb5ef,Alex-J-Wood,OptimisationPass,,Tue Mar 14 16:16,,,
17fd552,K.Thorpe,"Revert ""hizo cambios en la cámara""",This reverts commit 582bc2e7c1054684a7775b66f0ce4e596c7a8f0f.,,,,
,Tue Mar 14 14:33,,,,,,
e290afa,Alex-J-Wood,Merge branch 'Level-Prototyping' of https://github.com/Fireside-Tales/DES310_Dwarf_Game into Level-Prototyping,,Tue Mar 14 11:32,,,
582bc2e,Kieran T,hizo cambios en la cámara,,Tue Mar 14 00:06,,,
5b0a74b,Kieran T,removed the first person content,,Mon Mar 13 18:05,,,
8877bd6,Kieran T,Update RailSpline.uasset,,Mon Mar 13 17:13,,,
9cf8fa6,TheRealFin,Added SplineMesh,,Mon Mar 13 17:04,,,
1a2fe45,melina.ayala,Added Endgame with trigger boxes,,Wed Mar 8 16:23,,,
856dec1,melina.ayala,Final First Playable,,Wed Mar 8 15:57,,,
53563fb,K.Thorpe,Update Pickaxe.uasset,,Wed Mar 8 15:06,,,
2141223,K.Thorpe,Merge remote-tracking branch 'origin/Level-Prototyping-Multiplayer' into Level-Prototyping,,Wed Mar 8 15:04,,,
6ede6ae,K.Thorpe,Added the Players catch and recall to the gme,,Wed Mar 8 15:01,,,
ed626fb,melina.ayala,Implemented stealing pickaxe from other player on button press,,Wed Mar 8 14:59,,,
3603d11,melina.ayala,Made heirloom snap to dwarf on collision,,Wed Mar 8 13:19,,,
8fe81ce,Alex Wood,First playable final,,Wed Mar 8 11:58,,,
98b5d28,Alex Wood,First playable day final edits,,Tue Mar 7 22:29,,,
2e1ef9c,melina.ayala,Made class for heirloom,,Tue Mar 7 17:38,,,
576d50c,Alex-J-Wood,Major Greybox Level Edits,,Tue Mar 7 16:30,,,
a22b353,melina.ayala,Added camera control with gamepad,,Tue Mar 7 14:16,,,
c944b41,K.Thorpe,Exposed variables and continued implementing the throw,,Tue Mar 7 14:14,,,
84263c7,melina.ayala,Got local multiplayer to work in the blockout level,,Tue Mar 7 13:54,,,
10e1945,Alex-J-Wood,Multiplayer Duplicate,,Tue Mar 7 12:24,,,
c2505d6,Alex-J-Wood,Finished Blockout,,Tue Mar 7 12:22,,,
2a6416f,Alex Wood,Large Greybox changes,,Tue Mar 7 00:52,,,
e71806f,Kieran T,started adding the animation stuff to the axe throw and started to make it call the related functions for the throw,,Sun Mar 5 18:58,,,
4c89f8d,Alex Wood,Further Greybox Iteration,,Wed Mar 1 16:10,,,
0517f4c,Kieran T,Started the throw binding on the player,,Tue Feb 28 22:06,,,
4d40d31,Alex Wood,Saved minor greybox tweaks,,Tue Feb 28 22:03,,,
927a2c1,Alex Wood,Minor greybox tweaks,,Tue Feb 28 22:02,,,
afcff94,Kieran T,Started binding the controls on the player and tweaking the aim lock,,Tue Feb 28 21:29,,,
b88cd40,Alex Wood,Github functionality test,,Tue Feb 28 21:24,,,
e2f9a81,Alex Wood,Merge branch 'main' into Level-Prototyping,,Tue Feb 28 21:15,,,
49325b4,Alex-J-Wood,Initial Level Greyboxing,,Tue Feb 28 16:34,,,
8aaf34d,K.Thorpe,Added some of the controls via the editor,,Sat Feb 25 16:52,,,
2f55c73,K.Thorpe,Player Inputs implemented, not bound yet,The players input has been setup to trigger all the correct states for the player to handle the throwing of the axe.,,,
,,,,,,,
These inputs still need to be bound the the left mouse button/ right trigger(controller) for throwing. Right mouse button/ left trigger(controller) for aiming,,,,,,,
,Sat Feb 25 16:45,,,,,,
08bab3d,K.Thorpe,pickaxe throw mostly finished, setting up the player to handle the axe throw,finished the implementation of the pickaxe throw on the pickaxe.,,,
,,,,,,,
Started implementing the player to handle the pickaxe throw.,,,,,,,
,,,,,,,
Also the random selection of the collectibles has been fixed,,,,,,,
,Sat Feb 25 15:26,,,,,,
692c16d,Kieran T,Began implementing the axe throw,Made all the functions in the header that is relevant in the implementation of the axe.,,,,
,,,,,,,
finished all the states it can be in for throwing the and catching the axe.,,,,,,,
,,,,,,,
started looking at the axe offsetting and rotating,,,,,,,
,Fri Feb 24 00:25,,,,,,
72008d4,Kieran T,Started implementing the axe throw mechanic and got all the variables required to implement it,,Thu Feb 23 00:11,,,
9da72fb,Kieran T,changed the base ai class type to character,,Wed Feb 22 21:48,,,
18607aa,K.Thorpe,Update README.md,,Wed Feb 22 19:37,,,
b625296,K.Thorpe,Reworked the collectibles, added the dwarf model and animations,added more place holder models,,Wed Feb 22 19:16,
0db6dc2,Kieran T,added the character rotation and pick axe to the player,,Tue Feb 21 22:58,,,
144dc4a,creativenchaotic,Added assets and relevant levels,,Tue Feb 21 15:09,,,
d87b315,creativenchaotic,Merge branch 'Axe-Throw-Branch',,Tue Feb 21 14:14,,,
4.62E+66,K.Thorpe,added another place holder asset and added a few animations,,Mon Feb 20 18:44,,,
30d8378,Kieran T,Added Speed Collectible and made changes to the stats struct,,Thu Feb 16 18:47,,,
aed7214,Kieran T,Player camera setup correctly,,Thu Feb 16 17:49,,,
667b35d,Kieran T,Health pickup implemented,,Thu Feb 16 14:54,,,
cd5e86c,Kieran T,Switched the player to be that of a third person character,,Thu Feb 16 14:31,,,
20ce620,Kieran T,Implemented the base collectibles into the game,,Tue Feb 14 23:43,,,
616efbc,Kieran T,added a couple of base classes and set the default level start up,,Tue Feb 14 20:59,,,
8f0577e,Kieran T,Merge branch 'main' of https://github.com/Fireside-Tales/DES310_Dwarf_Game,,Tue Feb 14 19:39,,,
7b2ae3b,Kieran T,added test maps for the 2 programmers to work with,,Tue Feb 14 19:38,,,
d2169d2,creativenchaotic,Added a test class,,Tue Feb 14 19:37,,,
5ff1b1b,creativenchaotic,Updated README,,Tue Feb 14 12:22,,,
4b5a56b,Kieran T,setting up some base player classes that will be getting used in the project along with creating a sub folder structure,,Wed Feb 1 21:08,,,
58f6a7d,Kieran T,Unreal project copied over,,Wed Feb 1 19:38,,,
10ac274,K.Thorpe,Initial commit,,Wed Feb 1 19:21,,,
